제목,날짜,작성일,작성자,댓글
'얄미운' 朴 밀어준 MB···정권 재창출 미션 남긴 文의 현실,2021-05-09 08:00:00,2021-05-09 13:21:26,부정선거****,정권 재창출을 위해 어떤 부정도 저지를수 있겠다 싶다. 죽기아니면 까물어 치기니까. 서서히 다가 오고 있다. 어둠의 그림자가~~
'얄미운' 朴 밀어준 MB···정권 재창출 미션 남긴 文의 현실,2021-05-09 08:00:00,2021-05-09 13:09:02,s7****,문재인 새 끼가 집권한 2017년 5월 9일 이후부터 문재인 정권의 인간들이 대거 국회의원이 된 2020년 4 15국회의원 선거 이전까지 펼쳐졌던 태극기 집회와 우익이라는 인간들이 진행하는 우익 유트브는 문재인 정권을 몰락시키지 못하고 결국은 문재인 새 끼가 그의 집권 임기를 다 채우는 상황이 되었으니 문재인 정권에서의 야당과 한국의 우익이라는 인간들은 게으르고 무능한 바보들이다.
'얄미운' 朴 밀어준 MB···정권 재창출 미션 남긴 文의 현실,2021-05-09 08:00:00,2021-05-09 13:27:08,tngh****,고건 2030세대가 더불어 만진당 초선의원만난자리에서 코로나19아니였으면 더불어만진당은 촟ㅅ불항의시위의 주체가되어질타를 받고도남음이라말하지않았던가..코로나가 문가늠집단패거리 항의시위도 무마시킨결과를 초래하고야말았구나 역시 문가는은 코로나와 혈육관계이상의 친분관계가 성립하는가 보다.
"2030이 주력인 암호화폐…민주당, 대선 시한폭탄 우려",2021-04-26 00:02:00,2021-04-26 02:36:27,오****,관리자에 의해 삭제된 댓글입니다.
"""文, 임·노·박 강행 의지""…쇄신이냐 충성이냐, 송영길의 고민",2021-05-11 15:49:00,2021-05-12 08:37:10,Phil****,"다들 조국이 보다 못하지? 역시 조국이가 최고지? 조국이 짝퉁같은 문재인 정부, 할 말이 없다."
"""文, 임·노·박 강행 의지""…쇄신이냐 충성이냐, 송영길의 고민",2021-05-11 15:49:00,2021-05-11 20:28:46,ssbk****,영길아! 멀리보고 정도로 가라.
"""文, 임·노·박 강행 의지""…쇄신이냐 충성이냐, 송영길의 고민",2021-05-11 15:49:00,2021-05-11 17:46:45,Cha ****,재인이는 원래가 국회를 무시한다. 따라서 청문회는 상관할 일이 애초부터 없는거고... 그래서 지 고집대로 임명장을 준다. 이런게 쌓여 결국엔 팽당하는 것이다. 이것이 공식이다.
"""文, 임·노·박 강행 의지""…쇄신이냐 충성이냐, 송영길의 고민",2021-05-11 15:49:00,2021-05-11 17:20:35,김****,여당놈들 슬슬 뽀개지는구나 송영길 이 쉐 끼 인간말종 개성공단 폭파시 대포로 안쏜게 다행이라고 떠들던 개 핫바지 같은××저런게 당대표..ㅋ 그냥웃는다 뭉가나 당대표나 그나물에 그밥이다
"""文, 임·노·박 강행 의지""…쇄신이냐 충성이냐, 송영길의 고민",2021-05-11 15:49:00,2021-05-11 17:14:04,cyy5****,문둥이한테 충성하라고 국민들이 뽑아준건 아니잖아 국민만 보고 가라 어떤놈이 개나발불어도 뽑아준 국민은 정의를 원한다 더러운 이력가진 장관들 필요없다
"""文, 임·노·박 강행 의지""…쇄신이냐 충성이냐, 송영길의 고민",2021-05-11 15:49:00,2021-05-11 16:46:30,jsjo****,싸아코패스당...
"""文, 임·노·박 강행 의지""…쇄신이냐 충성이냐, 송영길의 고민",2021-05-11 15:49:00,2021-05-11 16:43:51,luzo****,문재인 한마디에 오합지졸되는 꼴들하고는 쟈들 눈에는 국민이 안보이는겨 한심한 외눈박이 집단들~~ㅠㅠ
"""文, 임·노·박 강행 의지""…쇄신이냐 충성이냐, 송영길의 고민",2021-05-11 15:49:00,2021-05-11 16:37:38,qkr1****,달똥의 오기정치 찬성한다 탄핵개역적 위장보수놈들아 문가한테 좀 배워라
"""文, 임·노·박 강행 의지""…쇄신이냐 충성이냐, 송영길의 고민",2021-05-11 15:49:00,2021-05-11 16:29:11,한****,영길아너는개다. 너의주인 노씨가뒈졌으니 너의새로운 주인 문씨가 너의주인이다 주인을깍듯이모시지않으면 너는 보신탕감이다.문씨 발바닥을 침이마를때까지핥아라.대깨문총통의명령이다.
"""文, 임·노·박 강행 의지""…쇄신이냐 충성이냐, 송영길의 고민",2021-05-11 15:49:00,2021-05-11 16:29:03,Sung****,"여당 버러지들아... 범죄자도 일은 잘 해. 살인, 강간한 도덕적 결함자도 능력은 있어서 장관이 될 수 있어. 그런 사람과 지금 후보자들과 다른 점이 있다면 뭐가 다른가?? 살인은 안했고 도둑질, 탈세 이런건 죄도 아니냐??? 곡 더듬어야 죄가되는건 아니다. 니들이 박원순 일 잘한다고 했지.. 더음어도 문제가 없다는거잖아."
"""文, 임·노·박 강행 의지""…쇄신이냐 충성이냐, 송영길의 고민",2021-05-11 15:49:00,2021-05-11 16:19:29,this****,문씨이입쌔애이 똥꼬집을 누가 이기냐...???!!!
"""文, 임·노·박 강행 의지""…쇄신이냐 충성이냐, 송영길의 고민",2021-05-11 15:49:00,2021-05-11 17:15:44,cyy5****,국민이 벌할꺼다
"與 대권주자들 '퍼주기 공약'…정의당 ""아이디어 경연장이냐""",2021-05-06 18:53:00,2021-05-06 19:37:42,낀****,리석기빠는 애들이 어딜 나대고 까부는 거냐. 썅!
"與 대권주자들 '퍼주기 공약'…정의당 ""아이디어 경연장이냐""",2021-05-06 18:53:00,2021-05-06 19:16:11,hseo****,내가 보니 노름판이다. 1000 받고 3000...받고 1억...ㅋㅋ 세상에는 참 다양한 등신들이 있다
김무성 “尹 신당론 뭘 모르는 소리…이재명·친문 동행 힘들것”,2021-04-24 00:03:00,2021-05-12 17:49:29,seon****,아무리 그래도 무성이 니는 아니다. 덩치에 어울리지 않게 야비하다.
김무성 “尹 신당론 뭘 모르는 소리…이재명·친문 동행 힘들것”,2021-04-24 00:03:00,2021-05-12 15:09:34,choe****,"김무성이는 지극히 한심한 놈이다. 아주 비겁한 배신자, 유승 뭐시기하고 똑같은 놈이다."
김무성 “尹 신당론 뭘 모르는 소리…이재명·친문 동행 힘들것”,2021-04-24 00:03:00,2021-05-11 09:56:18,pone****,다음 국민의당 대선 후보는 안철수나 윤석열이 되면 정권을 바꿀 수 있다.
김무성 “尹 신당론 뭘 모르는 소리…이재명·친문 동행 힘들것”,2021-04-24 00:03:00,2021-05-10 17:44:39,jms0****,니들이 박근혜만 끓어내릴 줄 알고 벌인 일이 나라를 이 꼴로 만들고 있는데. 네 너미 입털일도 때도 아닌것 같은데.
김무성 “尹 신당론 뭘 모르는 소리…이재명·친문 동행 힘들것”,2021-04-24 00:03:00,2021-05-06 12:50:49,neti****,"카트 김무성,,도대체 누가 누구를 평가하고 코치하는가? 국민들 개돼지로 만드는데 일조했으면 반성하고 조용히 살아라. 입다물고 조용히 있는게 보수 도와주는거다. 정계를 떠난다했으면 조용히 낙향해서 소나 키우면 살아라."
김무성 “尹 신당론 뭘 모르는 소리…이재명·친문 동행 힘들것”,2021-04-24 00:03:00,2021-05-03 11:28:47,48by****,무성이 선무당이 사람잡네 제잘못안니라고 억지나부리고 그얼굴 안나왔으면.. 고향가서 예언하고 무당이나해야지
김무성 “尹 신당론 뭘 모르는 소리…이재명·친문 동행 힘들것”,2021-04-24 00:03:00,2021-05-03 09:57:08,hibb****,박쥐
김무성 “尹 신당론 뭘 모르는 소리…이재명·친문 동행 힘들것”,2021-04-24 00:03:00,2021-05-03 08:12:13,ajgi****,배신자
김무성 “尹 신당론 뭘 모르는 소리…이재명·친문 동행 힘들것”,2021-04-24 00:03:00,2021-05-02 10:35:38,swc2****,이러든 저러든 배신자 네놈은 아.가.리 찢기 전에 함부러 아.가.리 놀리지 마라
김무성 “尹 신당론 뭘 모르는 소리…이재명·친문 동행 힘들것”,2021-04-24 00:03:00,2021-05-01 15:03:07,xhdd****,네넘은 뭘 아는게 있나? 너는 네넘의 하루 앞날도 모르는 넘 아니더냐?
"""1000만원·3000만원·1억""…곳간 비는데, 나오는 현금살포 정책 제안",2021-05-07 11:50:00,2021-05-07 16:00:04,push****,유권자에게 현금 주겠다는 넘들 전부 다단계사기꾼이야.
"""1000만원·3000만원·1억""…곳간 비는데, 나오는 현금살포 정책 제안",2021-05-07 11:50:00,2021-05-07 14:54:08,lee2****,"그냥 청년들 인당 1,000조로..."
"""1000만원·3000만원·1억""…곳간 비는데, 나오는 현금살포 정책 제안",2021-05-07 11:50:00,2021-05-07 14:22:50,kosh****,내년에 허경영이를 찍어야 겠다..정말 ~~
"""1000만원·3000만원·1억""…곳간 비는데, 나오는 현금살포 정책 제안",2021-05-07 11:50:00,2021-05-07 13:25:49,mari****,허경영 공약 표절하지마라
"""1000만원·3000만원·1억""…곳간 비는데, 나오는 현금살포 정책 제안",2021-05-07 11:50:00,2021-05-07 13:24:37,박****,관리자에 의해 삭제된 댓글입니다.
"""1000만원·3000만원·1억""…곳간 비는데, 나오는 현금살포 정책 제안",2021-05-07 11:50:00,2021-05-07 13:23:32,mari****,하경영 공약이 허무맹랑한게 아니었구나
"""1000만원·3000만원·1억""…곳간 비는데, 나오는 현금살포 정책 제안",2021-05-07 11:50:00,2021-05-07 13:04:55,dhk2****,언론들의왜곡보도가 문제다.
"""1000만원·3000만원·1억""…곳간 비는데, 나오는 현금살포 정책 제안",2021-05-07 11:50:00,2021-05-07 12:44:03,cwyo****,김부선에게 단돈 5만원도 안주는 이재명이 저런 말을 하니까 문재라는 겁니다...
"""1000만원·3000만원·1억""…곳간 비는데, 나오는 현금살포 정책 제안",2021-05-07 11:50:00,2021-05-07 12:31:19,Kill****,몇가지 진리.. 세상에 쉬운일은 하나도 없다. 미래는 항상 불확실하다 ... 그리고 한국사람들이 꼭 잊지 말아야할것 하나.. 세상에 공짜는 없다
"""1000만원·3000만원·1억""…곳간 비는데, 나오는 현금살포 정책 제안",2021-05-07 11:50:00,2021-05-07 12:09:35,lee2****,중졸은 1억 초졸은 10억 유졸은 100억 콜 단무지 정부 공돈이 아니라 일자리가 최고의 복지다...
文지지율 34% 깜짝 반등…이재명 25% 윤석열 22% 팽팽 [한국갤럽],2021-05-07 10:57:00,2021-05-10 11:38:00,eoeo****,누구한테 물어보고 낸 지지율 통계냐? 왜 나한테는 한번도 전화 안옴? 주작질 한다고 국민들이 믿나?
文지지율 34% 깜짝 반등…이재명 25% 윤석열 22% 팽팽 [한국갤럽],2021-05-07 10:57:00,2021-05-08 21:29:24,전****,지지율 평가를 조선족도 할 수 있는거였나?
文지지율 34% 깜짝 반등…이재명 25% 윤석열 22% 팽팽 [한국갤럽],2021-05-07 10:57:00,2021-05-08 08:21:36,kimj****,사기 좀 치지 마라. 국민들은 그 말을 믿는 바보가 아니다.
文지지율 34% 깜짝 반등…이재명 25% 윤석열 22% 팽팽 [한국갤럽],2021-05-07 10:57:00,2021-05-07 23:08:06,Kyu ****,더럽고 치사스런 인간말짜 대깨문 여론조사에 또한번 국민의 분노을 일으킨다 무능한 문재인에게 무엇이 달라저서 반등? 어처구니없는 🐕새 끼들의작난 여론 그만좀해라
文지지율 34% 깜짝 반등…이재명 25% 윤석열 22% 팽팽 [한국갤럽],2021-05-07 10:57:00,2021-05-07 18:21:05,hseo****,조작
文지지율 34% 깜짝 반등…이재명 25% 윤석열 22% 팽팽 [한국갤럽],2021-05-07 10:57:00,2021-05-07 17:51:09,kokl****,"열린우리개도 웃는다, 게그 그만해라ᆢ"
文지지율 34% 깜짝 반등…이재명 25% 윤석열 22% 팽팽 [한국갤럽],2021-05-07 10:57:00,2021-05-07 17:42:26,zxcv****,많은 국민들이 아직 정신을 못차렸다고 본다....ㅉㅉㅉ
文지지율 34% 깜짝 반등…이재명 25% 윤석열 22% 팽팽 [한국갤럽],2021-05-07 10:57:00,2021-05-07 15:39:42,ybhd****,"일본의 성노리개. 일본 천황과 스가의 개. 중앙일본 석현아. 서울과 부산 일본이 수복했으니, 이제 777억 금융사기범 윤석열만 대통령 만들면 돼. 하나하나씩 차근차근 해가렴. 너희들은 대한민국의 성역(어떠한 범죄를 저질러도 처벌받지 않는 신)이잖아. 777억 금융사기범 윤석열 대통령 만들고, 2조원 금융사기 삼성 이재용 사면, 츠키야마 야키히로(이명박)와 다카키 그나크로(박근혜) 사면. 그리고 너희들이 돈으로 장악한 검찰 이용해 조국 전 법무부 장관, 유시민, 한명숙 전 총리처럼 없는 죄 만들어서 다 죽이자. 이게 원래 대한민국. 사기와 범죄가 만연한 나라지. 일본에 의해 없어지도록 니들이 최선을 다해주렴!!"
文지지율 34% 깜짝 반등…이재명 25% 윤석열 22% 팽팽 [한국갤럽],2021-05-07 10:57:00,2021-05-08 21:27:53,전****,박근혜 잡으니까 좋아하더니 조국 추미애 잡으니까 '돈으로 장악한 검찰' 이러나? 역겹기 짝이 없다.
文지지율 34% 깜짝 반등…이재명 25% 윤석열 22% 팽팽 [한국갤럽],2021-05-07 10:57:00,2021-05-07 17:50:52,즐거운 ****,어제 밤중에 거시기 정신이 많이 상한 종내기들 모아둔 그 곳에서 탈출했다는 걘가 봐 그치.....
민주 새 대표 송영길 “변화 위해 전진해야”,2021-05-03 00:02:00,2021-05-03 10:19:37,HP30****,당명 안 빼고 뭉가 안빼면 말짱 도로묵인거 몰라? 자슥아 봉창 같다 놓고 연주나 해라.
민주 새 대표 송영길 “변화 위해 전진해야”,2021-05-03 00:02:00,2021-05-03 09:39:05,hseo****,"당이름은 관심없고, 제일 먼저 바꿔야할게 대통령인것 같은데..."
민주 새 대표 송영길 “변화 위해 전진해야”,2021-05-03 00:02:00,2021-05-03 09:26:17,jhle****,거대암초와 선상반란을 침몰하고 있는 선박에 선장 바꾼다고 무엇이 달라질까? 쥐~새~끼들만 침몰선에서 빠져 나올려고 아우성일텐데....
민주 새 대표 송영길 “변화 위해 전진해야”,2021-05-03 00:02:00,2021-05-03 09:23:33,nis0****,시진핑 김여정 졸개 노릇이나 하는데 무슨 명분이 있고 민주주의가 있냐? 데모나 하던 머리나쁜 늙은 쓰레기들
민주 새 대표 송영길 “변화 위해 전진해야”,2021-05-03 00:02:00,2021-05-03 09:23:31,orbi****,결국 아무 것도 안바꾼다는 얘기...김용민 최고? 대박!
민주 새 대표 송영길 “변화 위해 전진해야”,2021-05-03 00:02:00,2021-05-03 09:11:47,Kyu ****,586 운동권 출신이다 그러면 데모께나 했을터인데? 문재인을상대로 데모좀해라 독재정권 물러가라 라고말이다
민주 새 대표 송영길 “변화 위해 전진해야”,2021-05-03 00:02:00,2021-05-03 08:44:42,Jhee****,한때는 지지했는데 지금은 종북 종중 니나 바꿔라
민주 새 대표 송영길 “변화 위해 전진해야”,2021-05-03 00:02:00,2021-05-03 08:42:44,bsks****,관리자에 의해 삭제된 댓글입니다.
민주 새 대표 송영길 “변화 위해 전진해야”,2021-05-03 00:02:00,2021-05-03 08:32:29,gurq****,당명하고 대통령 빼고 바꾸면 아무 의미가 없다.
민주 새 대표 송영길 “변화 위해 전진해야”,2021-05-03 00:02:00,2021-05-03 07:46:35,?****,내년에 대통령도 바꾼다
민주 새 대표 송영길 “변화 위해 전진해야”,2021-05-03 00:02:00,2021-05-03 07:04:17,igor****,송영길 말하는 거 봐라. 주저없이 전진하자고? 완전 북한 공산당식 말투네.
민주 새 대표 송영길 “변화 위해 전진해야”,2021-05-03 00:02:00,2021-05-03 06:57:18,shin****,이참에 송영길이의 정체성에 맞게 당명도 더블어 공산당이나 더블어공산당으로 개명해서 제대로 뛰어라.
민주 새 대표 송영길 “변화 위해 전진해야”,2021-05-03 00:02:00,2021-05-03 07:48:48,lyj1****,베트남 털국수 한그릇씩 돌려야지요 ㅋㅋㅋ
민주 새 대표 송영길 “변화 위해 전진해야”,2021-05-03 00:02:00,2021-05-03 06:55:47,37as****,난 이놈 쌍판만 보면 토가 나오려고 한다.
민주 새 대표 송영길 “변화 위해 전진해야”,2021-05-03 00:02:00,2021-05-03 06:55:29,igor****,저놈 사진 완전 뽀샵이다. 교활한 주사파는 감옥으로 가야 된다.
민주 새 대표 송영길 “변화 위해 전진해야”,2021-05-03 00:02:00,2021-05-03 06:38:43,lyj1****,통일전선전술을 본받아 반대파들 포용하는척 하다가 잡아 먹는것!! 지가 이건희인줄 아냐 다바꾸긴 뭘바꿔?? 나라에 해로운짓 한놈들 싹다 박멸해야지!! 그럴려면 지놈부터 죽어야 하는디?? 단 한번도 종북질 한거 반성한다고 해본적 없고 오직 권력을 탐하고 권력 생기자 베트남가서 미성년 접대부 음부 빨다가 털뽑은거 밖에 없는놈!! 베트남 털국수 뽑기 전문가!! ㅋㅋㅋ
민주 새 대표 송영길 “변화 위해 전진해야”,2021-05-03 00:02:00,2021-05-03 06:37:07,hjl0****,해골에 동상 걸린 개들이 침목회 하는 들개 하치장에서....
민주 새 대표 송영길 “변화 위해 전진해야”,2021-05-03 00:02:00,2021-05-03 06:36:50,soul****,지금 베트남에서는 전에 베트남 여행왔다가 술집에서 꽁까이 거웃 물어뜯은 인간이 한국의 집권당 그러니까 호지명 같은 높은 자리에 올랐다고 언론 보도가 안났을까?
민주 새 대표 송영길 “변화 위해 전진해야”,2021-05-03 00:02:00,2021-05-03 07:54:41,lyj1****,거웃 물어뜯다에 빵터졌습니다 ㅋㅋㅋ 송영길이 하고 같이 운동한 여학생들 거웃은 무사 했을까요?? 허구한날 혼숙에 합숙이었고 송영길이는 학생운동 지도자급 인디요??ㅋㅋㅋㅋ 학생운동 출신 여성들 거웃을 조사하라!! ㅋㅋㅋ
민주 새 대표 송영길 “변화 위해 전진해야”,2021-05-03 00:02:00,2021-05-03 06:19:01,Case****,항국앤 달러당500원 선물 시기!
"유승민, 김제동 책 꺼내며 ""사이비 진보가 헌법 가치 독점""",2021-05-06 17:01:00,2021-05-08 07:48:46,김****,"""자유"" 의 진정한 가치를 왜곡하는 일부 개그맨, 정치가,종교인,교수,법조인, 언론인...등, 들이 하늘이 내려주신 ""자유대한민국"" 을 거짓선동으로 파괴하려고 한다. ""자유""를 국민으로부터 지키기위해 헌법이 필요한것이다. 헌법에 포함되는 기본 항목들 을 가지고 말장난과 거짓선동으로 선량한 국민을 현혹시키지 맙시다."
"유승민, 김제동 책 꺼내며 ""사이비 진보가 헌법 가치 독점""",2021-05-06 17:01:00,2021-05-08 06:51:54,김****,"""자유"" 는 유승민이 주장하는 모든것의 상위개념 입니다. 첫단추 부터 잘못된 생각이 자유대한민국을 잘못된 방향으로 가고있다. 정신차리자."
"유승민, 김제동 책 꺼내며 ""사이비 진보가 헌법 가치 독점""",2021-05-06 17:01:00,2021-05-07 12:33:06,이****,"보수적폐의 대명사, you 승민! 낡은 보수가 뭐 어때서? 그들이 오늘의 대한민국을 만들어 온 사람들이다. 쓰레기 통에 넣다니? 자네 선조들이나 그렇게 하게나. 박물관으로 모셔놓고 대대로 그들의 정신을 잊지 말도록 해야지. 싸가지 없는 넘."
"유승민, 김제동 책 꺼내며 ""사이비 진보가 헌법 가치 독점""",2021-05-06 17:01:00,2021-05-07 09:58:43,방****,밥이익었는지설익었는지도모르는이런촌놈도정치하나?그러니 대한민국에미래가없다는것이다! 나라와국민을위해사생결단을낼수있는강력한지도자가필요한때이다!
"유승민, 김제동 책 꺼내며 ""사이비 진보가 헌법 가치 독점""",2021-05-06 17:01:00,2021-05-07 07:46:55,chad****,문제인 정부에 정권을 넘겨준 사람이 누구인지 묻고 싶네요. 그러면서 정권창출~~~ 에라이 천하에^^
"유승민, 김제동 책 꺼내며 ""사이비 진보가 헌법 가치 독점""",2021-05-06 17:01:00,2021-05-07 06:34:08,강****,인간말종대회에나가면일등한다둘다
"유승민, 김제동 책 꺼내며 ""사이비 진보가 헌법 가치 독점""",2021-05-06 17:01:00,2021-05-06 23:51:49,Joy ****,이 너절한 배신의 아이콘 새 끼 얘기는 왜 자꾸실어주나? 염장 지르나?
"유승민, 김제동 책 꺼내며 ""사이비 진보가 헌법 가치 독점""",2021-05-06 17:01:00,2021-05-06 23:08:31,윤 ****,"승민아, 돌아가신 아버님께서 그러실거다. 이녀석아, 내얼굴에 X칠 그만해라 하실거다."
"유승민, 김제동 책 꺼내며 ""사이비 진보가 헌법 가치 독점""",2021-05-06 17:01:00,2021-05-06 21:32:22,smtp****,"새로운자유의가치는 5.18,4.3을 똑 바로볼때있다. 역사인식없이는 더불당과 국민힘은 한통속일껄"
"유승민, 김제동 책 꺼내며 ""사이비 진보가 헌법 가치 독점""",2021-05-06 17:01:00,2021-05-06 20:24:00,sshn****,"재동이가 쓴 헌법책은 달님 정부 대법관 헌법재판관 법무장관 판새 검새 정권의견 견찰 더불어 추행당 국해의원 대깨홍,.. 필독 도서로 지명해라. 초빙해서 한번 강의에 천만원 대 초 스타강사님 아니더냐? 이게나라냐?"
"유승민, 김제동 책 꺼내며 ""사이비 진보가 헌법 가치 독점""",2021-05-06 17:01:00,2021-05-06 19:50:18,dla8****,진보네 보수네 편 길라 프레임 씌우는 정치인은 영원히 추방해야 한다.
"유승민, 김제동 책 꺼내며 ""사이비 진보가 헌법 가치 독점""",2021-05-06 17:01:00,2021-05-06 19:30:46,sons****,관상은 과학이다 저더러운 럼 면상을 봐라 저게 딱 간신 간신도 대를이을 면상이다 저런럼 옆에도 가지마라 벼락 맏는다 전형적인 간신의 면상이다
"유승민, 김제동 책 꺼내며 ""사이비 진보가 헌법 가치 독점""",2021-05-06 17:01:00,2021-05-06 19:28:28,sons****,"이,천하의 제일 간신럼아 주사공산개들과 손잡고 너같은 간신럼이 만든 세상이다 그래 저. 더러운 주사공산개들 소모품이된 기분어떠냐 ㅍㅍ이더러운 상판때기 치워라 더러운 공산개 소모품럼 ㅍㅍㅍ"
"유승민, 김제동 책 꺼내며 ""사이비 진보가 헌법 가치 독점""",2021-05-06 17:01:00,2021-05-06 18:48:35,Dong****,유승민도 함께 들어가서 두번다시 나오지 말어라. 아무도 당신에게 기대하지 않는다.
"유승민, 김제동 책 꺼내며 ""사이비 진보가 헌법 가치 독점""",2021-05-06 17:01:00,2021-05-06 18:25:43,dxge****,"김제동이 무슨 대단한 인물이라고 ㅋ 문재인 정권과 친분있다는 이유로 ㅋ 유승민 벤댕이 소갈딱지하곤 ㅋ 유승민 밀하는 모양새가 막장으로 치닷네 ㅋ 1,56,152,10"
"유승민, 김제동 책 꺼내며 ""사이비 진보가 헌법 가치 독점""",2021-05-06 17:01:00,2021-05-06 18:15:51,boho****,승민 아 탄핵 의 강 을 건너자는 것 조치 그럴러면 너 와 김무성 이가 보수 우파에게 진심으로 반성하구 사과 하는것을 전제로 해야 가능해 느그들이 만든 대통령 느그들이 탄핵해 사꾸라 박지원 과 짜구 ~ 에라이 후레자슥들아 ~
"유승민, 김제동 책 꺼내며 ""사이비 진보가 헌법 가치 독점""",2021-05-06 17:01:00,2021-05-06 18:14:45,dall****,도대체 유승민따위를 기사화 시켜주는 기자의 저의는 뭐냐? 우파 국민들이 옆에 있으면 패 x이고 싶은 x 1순위가 김무성 유승민인데
"유승민, 김제동 책 꺼내며 ""사이비 진보가 헌법 가치 독점""",2021-05-06 17:01:00,2021-05-06 18:13:04,전설 -****,얘는 정말 싸-가-지 가 없다... 타일러서 사람 될 놈이 아니다..
"유승민, 김제동 책 꺼내며 ""사이비 진보가 헌법 가치 독점""",2021-05-06 17:01:00,2021-05-06 18:09:12,전설 -****,"야,,이 쓰레기야.. 낡은 보수??? 그래 이 나라 낡은 보수가 뭐가 무능하냐? 지구상 꼴찌에서 두번째로 살던 나라를 전세계가 부러워 하는 선진국 으로 끌고온게 무능이냐? 그래 이자석아..네놈은 뭐가 새로운데? 아무 죄없는 대통령 법 악용해서 탄핵질에 부역한게 새로운거냐? 너나 김무성이나,,너네들 탄핵역적들은 향후 천년동안 배신자 역적으로 남을 거다. 국민들은 너나 네 집안에 저주가 내리길 바라고 있다.."
"유승민, 김제동 책 꺼내며 ""사이비 진보가 헌법 가치 독점""",2021-05-06 17:01:00,2021-05-07 20:20:14,gaun****,살모사 는 이묵 이도 될수 없지요
"文 만난 박형준 ""이명박·박근혜 사면 검토한다는 느낌 받았다"" [고정애 논설위원이 간다]",2021-05-04 00:34:00,2021-05-05 13:50:22,MiMi****,헌법재판소에서 탄핵하고 사법부에서 처벌하고 행정에서 사면? 아저씨들 오락~가락 하시네..사면은 국민들의 동의가 있어야합니다.
"文 만난 박형준 ""이명박·박근혜 사면 검토한다는 느낌 받았다"" [고정애 논설위원이 간다]",2021-05-04 00:34:00,2021-05-04 17:45:51,2015****,"본문 필자가 과한 글을 썼다. 주지하듯이, DJ가 정권초기에 사면을 적극적으로 도모했던 것은 노벨평화상을 노린 수였다. 북한과의 교류도 마찬가지 차원이었다. 그래서 결국 노벨평화상을 받지 않았던가? 그러나 현재의 문 통은 정권 초기가 아니다. 그리고 정권 내내 그토록 부르짖던 적폐의 원흉들을 사면한다면, 그것은 이율배반이 아닌가? 왜 문 통이 적폐의 원흉들을 사면해야 하나? 그들의 국정 농단이 애들 장난인가? 야당이 그들의 사면을 주장하는 한, 적폐 세력의 범주에서 벗어날 수 없다. 서울시장과 부산시장이 당선 직후 문통을 만나서 사면을 주장한 처사는 시민들의 의사와는 정반대의 행동이라고 본다. 그것은 매우 오만한 짓이었다. 국민들로서는 적폐 세력으로 인해서 현재의 부실한 정권이 탄생하게 되었다는 점만으로도 용서할 수 없는 일이다. 그것을 알아야 한다. 그들의 사면은 제1야당이 정권을 잡고 나서 하면 될 일이다. 차기 대선에서 사면을 주장해 보기 바란다. 과연 국민들이 표를 주겠나?"
"文 만난 박형준 ""이명박·박근혜 사면 검토한다는 느낌 받았다"" [고정애 논설위원이 간다]",2021-05-04 00:34:00,2021-05-04 14:55:23,k1hs****,웃기고 있네 박형준. 지 생각을 기사 실었네...
"文 만난 박형준 ""이명박·박근혜 사면 검토한다는 느낌 받았다"" [고정애 논설위원이 간다]",2021-05-04 00:34:00,2021-05-04 13:59:05,hany****,사면을 구걸 하지 마라 !!! 집권해서 바로 잡아라
"文 만난 박형준 ""이명박·박근혜 사면 검토한다는 느낌 받았다"" [고정애 논설위원이 간다]",2021-05-04 00:34:00,2021-05-04 14:57:27,k1hs****,누구 맘대로. 쓰레기정당이 집권하라? 여기서 정신 못차린 쓰레기 정당 하면 누군지 알제?
"文 만난 박형준 ""이명박·박근혜 사면 검토한다는 느낌 받았다"" [고정애 논설위원이 간다]",2021-05-04 00:34:00,2021-05-04 13:10:54,sons****,이보시요 박시장님 지금 급한건 이.박이아니라 이재용이 더 급합니다 반도체 세계대전이 벌어진 이마당에 총수를 교도소 가둔나라는 이나라 뿐일거요 무슨 수를써더라도 이재용이부터 구출하시요 어써요
"文 만난 박형준 ""이명박·박근혜 사면 검토한다는 느낌 받았다"" [고정애 논설위원이 간다]",2021-05-04 00:34:00,2021-05-04 14:58:53,k1hs****,역시 보수는 사기꾼 도둑놈 심보야!
"文 만난 박형준 ""이명박·박근혜 사면 검토한다는 느낌 받았다"" [고정애 논설위원이 간다]",2021-05-04 00:34:00,2021-05-04 12:39:09,유문종/****,문재인 당신은 절대 못빠져 나갈것이다~ 엄청난 중벌을 받을것이다~
"文 만난 박형준 ""이명박·박근혜 사면 검토한다는 느낌 받았다"" [고정애 논설위원이 간다]",2021-05-04 00:34:00,2021-05-04 12:23:09,ysk5****,사면해주면 민주당 정권은 끝이다.
"文 만난 박형준 ""이명박·박근혜 사면 검토한다는 느낌 받았다"" [고정애 논설위원이 간다]",2021-05-04 00:34:00,2021-05-04 11:51:36,lks8****,오래 전에 했어야 할 일..이제와서 면피용으로?? 두 전대통령 및 이재용 등 진즉에 사면했어야..
"文 만난 박형준 ""이명박·박근혜 사면 검토한다는 느낌 받았다"" [고정애 논설위원이 간다]",2021-05-04 00:34:00,2021-05-04 15:01:41,k1hs****,역시 보수는 사기꾼 도둑놈 심보야... 이들에겐 양심 따윈 털끝만큼도 없고 그냥 돈이 최고야.
