제목,날짜,작성일,작성자,댓글
"이태규 ""대선후보 선출에 안철수 빠지면 흥행 안 돼""",2021-04-19 10:24:00,2021-04-19 19:48:00,김성진,대선을 국민의 흥행물로 보나? 국가의 운명이 딸린 문제라 생각하는데!
"이태규 ""대선후보 선출에 안철수 빠지면 흥행 안 돼""",2021-04-19 10:24:00,2021-04-19 19:21:00,go****,"개나 돼지가 빠지면 흥행이 안 된다라는 말과 똑 같은 말이다.
보궐선거 전에 안철수는 합당하겠다고 했다.
지금은 당원의 허락이 필요하다고 한다.
이것이 안철수가 주장하는 새 정치의 본 모습이다.
일베충 토착왜구들과 조금도 다름없는 놈이니 이렇게 바뀌는 것이다."
"이태규 ""대선후보 선출에 안철수 빠지면 흥행 안 돼""",2021-04-19 10:24:00,2021-04-19 17:06:00,mhs****,"이제 헛 수고 , 조용히 철수...."
"이태규 ""대선후보 선출에 안철수 빠지면 흥행 안 돼""",2021-04-19 10:24:00,2021-04-19 16:45:00,nbv,"흡수가 되던 흡착이 되던
거기 가면 용광로 속에서 살아지는 구리철사다
어딘지 뭔지도 모르면서 대권?"
"이태규 ""대선후보 선출에 안철수 빠지면 흥행 안 돼""",2021-04-19 10:24:00,2021-04-19 15:22:00,정의와 공정,얼띠기 철수는 더 이상 국민을 피곤하게 하지 말고 특기인 한없이 달리기 밖에 없다.
"이태규 ""대선후보 선출에 안철수 빠지면 흥행 안 돼""",2021-04-19 10:24:00,2021-04-19 15:11:00,늘평,대선은 접었는데 빠지면 흥행이 안된다는 말은 무슨 헛소리?
"이태규 ""대선후보 선출에 안철수 빠지면 흥행 안 돼""",2021-04-19 10:24:00,2021-04-19 13:48:00,반가운이,"꼴랑 3석 가지고 100석이 넘는 국민의 짐히고
당대당 통합이라니... 지나가는 개가 웃겠다.
니가 아무리 떠들어도 흡수통합이거든.

지금은 국민의짐이 아쉬우니까 야권 대통합이니 뭐니
염병들 하지만 막상 거기로 들어가봐라.
너는 개밥에 도토리 신세. 꿈깨라.ㅋㅋㅋ

내년에 니가 국민의 짐 대통령 후보가 될것 같으냐?
에라이~~ 등신아!
네가 국민의짐으로 들어가는 순간 너의 정치생명은 끄~~~ㅌ."
"이태규 ""대선후보 선출에 안철수 빠지면 흥행 안 돼""",2021-04-19 10:24:00,2021-04-19 13:05:00,식민지 국민들,"철수야 이번이 마지막 기회이다,,,,, 이때까지 남 좋은일만 시켜주었지만,,,,??? 이번엔 그들을 역이용하여 니가 워놔는 세상을 만들어 보거라~~~ 진짜 이번엔 속으면 안된다!!!"
"이태규 ""대선후보 선출에 안철수 빠지면 흥행 안 돼""",2021-04-19 10:24:00,2021-04-19 12:59:00,공수래공수거,안초딩보다 옆에서 부추기는 니들이 더 나빠....팥고물이나 얻어먹을려고....ㅠㅠ
국민의당 지역위원장 공모…국민의힘 “통합 대비 알박기냐” 비판,2021-05-13 20:47:00,2021-05-14 11:55:00,식민지 국민들,"아~ 그리고,,,,, 얼마있으면 5.18??? 계엄군 사진과, 시민군이 맞는 사진만 년년간 보네지말고,,,, 시민군이 총으로 무장한 사진과, 왜???? 5.18이 발생하였는가도 형평성에 맞게 같이 보도해야, 경험못한 203040도 역사를 바르게 알제,,,, 안그냐???? 이거 원~ 민주랍시고 편향적인 보도만을 일삼으니….. 남쪽배가,,,,,, 한쪽으로 기울어지고 있지,,,,,??? 문재인의 돈넣고 돈먹는 부동산, 주식, 비트코인처럼................. 남쪽 역사를 투전판으로 보도하지 말란 말이제,,,,,"
국민의당 지역위원장 공모…국민의힘 “통합 대비 알박기냐” 비판,2021-05-13 20:47:00,2021-05-14 10:45:00,공룡능선,"서로 추구하고자 하는 목표가 틀리고 정강정책이 틀린데 합당이라?........
국민의 당은 합당하지 말고 대선때 후보자 등록과 사퇴를 통하여 장관자리 3개정도를 요구하는것이
국가와 민족을 위하여 큰 도움이 되지 않을까 생각한다."
국민의당 지역위원장 공모…국민의힘 “통합 대비 알박기냐” 비판,2021-05-13 20:47:00,2021-05-14 10:36:00,보헤미안,토사구팽당할 거란걸..........모든 국민은 아는데........안철수만 모르나?...알면서 뭐 다른수가 있는건가?...
국민의당 지역위원장 공모…국민의힘 “통합 대비 알박기냐” 비판,2021-05-13 20:47:00,2021-05-14 09:55:00,적운,"둘 다 국민이라는 말이 들어가지만 국민은 안중에도 없다.
더불어민주당은 국민과 더불어 하는 것도 없고 민주는 택도 없다.

이 나라, 참 어렵다...
국민들만 힘들다..."
국민의당 지역위원장 공모…국민의힘 “통합 대비 알박기냐” 비판,2021-05-13 20:47:00,2021-05-14 10:31:00,돌방랑객,@적운 민주 도 사라진지 오래고.....
국민의당 지역위원장 공모…국민의힘 “통합 대비 알박기냐” 비판,2021-05-13 20:47:00,2021-05-14 09:13:00,김용운,국민의당 윤석열과3지대를 대비 해야 한다...안철수의 새도전을 기다려 집니다...
국민의당 지역위원장 공모…국민의힘 “통합 대비 알박기냐” 비판,2021-05-13 20:47:00,2021-05-14 09:44:00,bz58,@김용운 간 보다가 또 사퇴할려고????
국민의당 지역위원장 공모…국민의힘 “통합 대비 알박기냐” 비판,2021-05-13 20:47:00,2021-05-14 08:29:00,-,"알박기, 무리하게 버티기
니들이 잘 하는 짓인데, 남이 하니 열 받니?"
국민의당 지역위원장 공모…국민의힘 “통합 대비 알박기냐” 비판,2021-05-13 20:47:00,2021-05-14 06:56:00,chhan****,통합이 종속을 말하는 것이 아니다 구시대의 사고에 찌들어 계산만하고 미래를 등한시하는 힘 시장 선거때 그들은 계산만하고 결과가 좋으니 자신들이 했던 행태를 잊어버린 힘 종인이가 무엇이라고 그를 추종하는 수준이 힘이다 정치는 결과만이 있는 것이 아니다 정치는 미래와 현제를 책임지는 자세 이것은 희생이다
국민의당 지역위원장 공모…국민의힘 “통합 대비 알박기냐” 비판,2021-05-13 20:47:00,2021-05-13 23:10:00,늘보리,깜ㄴ도안되는것들이 맨날 합당하니마니 구겨진당 간철수가 어떤자인인지 당해봐야지
국민의당 지역위원장 공모…국민의힘 “통합 대비 알박기냐” 비판,2021-05-13 20:47:00,2021-05-13 22:09:00,sic_****,"지들 끼리도 협치가 안되는 것들이
여당과 협치?
지나가던 개가 배꼽잡겠다.ㅍㅎㅎㅎ"
국민의당 지역위원장 공모…국민의힘 “통합 대비 알박기냐” 비판,2021-05-13 20:47:00,2021-05-13 22:07:00,김사부,"안철수 그러다 늙는다
고마해"
국민의당 지역위원장 공모…국민의힘 “통합 대비 알박기냐” 비판,2021-05-13 20:47:00,2021-05-13 21:37:00,간도지기,"국민의힘 당과의 야권 통합시 국민의당 지분 확보를 노리는 국민의당 이태규 사무총장의 속이 뻔히 보이는 꼼수!!

저렇게 해서는 진정한 통합이 될 수 없고, 통합이 아니라 분열의 씨를 잉태하게 된다.

안철수 대표가 뭔가를 하려면 국민의힘 당에 녹아들어가 당원 다수의 진심어린 지지를 받아야지, 분열과 세대결을 염두에 두는 방식은 옳지 못하네요."
국민의당 지역위원장 공모…국민의힘 “통합 대비 알박기냐” 비판,2021-05-13 20:47:00,2021-05-13 22:01:00,gkslqkfkq,"@간도지기 통합은 개뿔, 물건너 갔다. 귀신아!"
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 22:28:00,-,웃음만 나네요...국민이 바보도 아니고...ㅎㅎㅎ 아무리 인물이 없어도..ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 22:04:00,hijoker****,"뭐라 할까. 한마디로 개소리라 보면 된다.
여론조사 그거 믿는 국민들이 아직도 있을까. 뻥이여~~~"
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 22:00:00,-,윤석열 대통령이 된다면.. 우리나라 다시 독재국가로 돌아가는것이지.. 생각만 해도 무섭네..
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 21:41:00,흐르는강,미얀마 사태를 보면서도 박정희 전두환 시절이 좋았더라고 하는 인간들이 있다. 그 사람들이 윤석렬을 대통령감이라고 지지한다. 의식 수준이 시대를 따라가지 못하는 것이다.
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 22:32:00,-,@흐르는강 무지한 이들의 세뇌는 어찌할수 없나봐요...보편적인 사고가 안되는 이들....하아...
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 20:59:00,외톨이참새,"내가 다섯 달전에 댓글로 예상했었지...
문통이 지지율이 45%일때 문통의 지지율은 35%가 정상이라고.... 상한선이란 말이지....
두세달전에 낙연이가 사면을 말했을땐 지지율이 한자릿수까지 떨어진다고 했었고.
문통에 대한 증오의 표심은 격랑과 같아서 재명이마저도 장담할수가 없다고 하였지....
그리고 명박이보다 더 모진자를 만나게 될거라고 거듭거듭 말했었지...
내말이 믿기지 않거든 내아이디로 정치면 댓글을 검색해보거라.
내예측이 100% 정확하지않은가...
정치는 개뿔도 모르는 것들이 5천만 국민을 책임진다고 주접들을 싸고있으니.... 나라가 순탄하게 돌아갈리가 있는가...
친문니들.... 진정 국가와 국민을 위한다면..... 정치접어라."
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 20:41:00,kyoussqw,검찰 개혁이 도대체 무어야 정치적 중립성을 확보하고 국민의인권을 존중하는것이 요체인대 아니 검찰을 정권의 시녀로 전락 시키는 것이 이정권의 검찰 개혁이냐 김오수같은 허수ㅇ아비를 추천하는 것이 검찰 개혁이냐 참으로 개탄할일이다 이제 국민들이 용납 하지않을 것이다
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 20:31:00,머나먼유토피아,"즈그들 배시때에기만 든든하면, 만사ok 인 것이 수꼬르일베들...., 사회정의는 반공이면, 검찰에 의한 간첩조작사건이든 고문조작사건이든 상관없이 ok....지들이 당하기 전까진...., 이런 닭대가리국민들이 널렸으니, 리승만이가 판을 쳤었고, 닭정희기 판을 엎었고, 조홋두환이가 판을 깼던 것이다.
최순실한테 당하고도, 제2의 최순실을 조장하고 있으니... 극우쪼옥바리들이, 한국따위운운하는 것 아닌가...."
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 20:27:00,kyoussqw,우리나라는 지금 이상한 정권이 집권해 있다 공정 정의 상식이 없는 정권이다 공정과 상식이 지배하는 나라가 되려면 윤석열 같은 분이 존경을 받아야 한다 이재명 이낙연 김태년 김용민 김종민 이낙연 윤호중 박병석 같은 상식이 없는 이런 사람들은 우리사회에서 도퇴 시켜야 한다 특히 정세균도 마찬가지다
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 20:07:00,never****,윤석열 지지율에 지나가는 개도 웃겠다.
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 19:58:00,kdj****,고마해라 윤석열에 윤자만 들어도 징글징글하다
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 18:22:00,황태자의 꿈,"또 구라미터 여론조사?
시간과 돈이 아깝다.
이런 기사를 보는 내가 한심하다.
이 여론조사가 신뢰성이 있다면
이나라는 머지않아 멸실된다고 자신있게 말한다.
전국민 투표인을 각계층에서 10%정도라도 해야지
그게 여론조사고 응답률과 조사했던 지문,방식도
함께 발표해야지 이런 여론조사,보도는 헛쥐랄이다.
어린 강아지도 웃는다."
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 18:16:00,바보이반,경향이 미쳤나 보다. 윤서방파 띄우기에 나서고 있나 봐. 정신 좀 차려라.
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 18:02:00,-,"대한민국에 살처분이 필요한 개돼지들이 32%나 된다는 소리구만

즉각 살처분 시행들어가자. 저런것들은 놔둬 봐야 후손들만 힘들게 한다."
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 18:01:00,그냥,석열이가 있어 보이냐?
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 18:00:00,quadra,"윤석열 지지의 의미는
'윤설열 지지'가 아니라, '문재인 싫어'다.
좌파는 깨끗하지도 않았고, 일을 잘하지도 않았다.
무책임하고, 아마추어 같았지..
우리나라 현대사에서 데모 외에 뭐하나 해본적 없는 인간들"
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 17:49:00,공공,석열이가 한게 무언대? 왜? 지지를 하는것인대?
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 17:37:00,꾸물러,대꺠문들 속이 아주 타들어 가겠네 ~ 니들 인생도 타들어가길~
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 17:33:00,롱다리,문빠들아.. 왠지 어두운먹구름이 서서히몰려오는것 같지않니? 그래도쫄지마 ㅋㅋ
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 17:32:00,Francisco Choi,"개돼지들...
윤석열 대통령 되고, 뒤늦게 속았다는것 깨달은 (개돼지들 포함) 국민들이 저항하고, 이럴바에야 개혁한번 제대로 못하는 민주주의보다 친일파와 적폐 한꺼번에 청산하는 21 세기 버젼 프롤레타리아 혁명 일어날지도 모른다. 조국 가족을 고꾸라트린 개돼지들눈엔 자기보다 잘살고, 많이 배우고 잘난 놈들은 그저 타도의 대상이거든."
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 17:17:00,자기이리와,김건희-양재택 연관 검색 해서 봐라...대통 깜인지 아닌지
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 17:11:00,서방,"돼지발정제 대선후보 미투천국 성개방국가 동성결혼 주둥이놀려돈번다 먹사.엿장사.도사.먹승.무당.철학관
하나님모습 불멸의태양님 예수.부처.무당 삼형제 햇빛에살다죽었다 천국은마음에있다 당신이메시아 신이다"
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 16:37:00,아침 태양,"집안도 다스리지 못하고 형수에게 쌍욕을 하는 놈이 무슨 대통령 후보 여론 조사에 들어가는가요?
이제는 중도파 윤석열 전 검찰총장이 대세 입니다

원래부터 경제 몰라 폭망 상태에 세월호 정치적으로 그렇게도 이용 해 쳐 먹은 죄를 받아
코로나 사망자는 6.25 전쟁 이후 역대 정권에서 볼 수 없는 숫자 입니다
훗날 문재인 정권 하면 코로나 사망자 밖에 생각나는 것이 없을 것입니다

이제는 좌파는 모두 척결하고 우파는 무능하고
중도파 윤석열 검찰총장을 대통령으로 모시고 공정과 정의를 세우는 나라를 만들어야 합니다"
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 17:07:00,chong,"@아침 태양 임명권자 등에 비수찌른 파렴치한 배은망덕한 넘이 대권주자
떵을 싸라 그리고 형수라도 인륜을 져버리는 행실을 하면
쌍욕이 아니라 더한것도 해야지 형수라고 말못하냐....."
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 17:30:00,-,@chong 아니.. 살아있는 정권 수사하라며.
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 18:54:00,sic_****,"@- 윤짜장이 살아있는 권력 수사 한거냐?
지 밥그릇, 장모,처와 가진 권력 지키는 수사 한거지?
따리려거든 똑바로 따져라."
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 16:49:00,구이,"@아침 태양 형수 쌍욕이라는 표현을 아직도 하는걸 보니 앞뒤정황도 모르는 놈이구만.
너 아직도 조중동 신문보니?
댓글 싸지르기전에 정보 갱신 좀 하면서 살아라.
글구 윤석열 집안 꼬라지는 안보니? 아예 그냥 종교를 하나 만들어라."
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 16:33:00,에어워커,썩렬이는 MB 나 두환이처럼 대통령될 관상이 아니다.
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 17:35:00,안녕,"@에어워커 노무현, 이명박은 대통령이 될 관상이더냐 ?"
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 16:32:00,김치국,"'리얼미터'가 구라인건 .. 검증된 일..
토왜, 국ㄸ당의 사주를 받는 '구라 조작미터'인 걸 아직도 모르는 사람이 있나..
오죽하면 다스뵈이다에서 쫒겨 났을까..
김어준이 보다 보다 도저히 안되겠으니 .. 발로 뻥.. 퇴출.. !!
박시영 *윈지코리아* 와만 단독으로 여론 진단중.. !!"
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 16:58:00,준,@김치국 그 윈지코리아에서도 윤석열이 다자구도에서 지지율 33.8%로 선두에요. 이재명과 양자대결 펼치면 윤석열 47% vs 이재명 40% 나오고요
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 17:09:00,chong,"@준 그 지지율이 얼마나 갈까?
상관 뒤통수치는 배은망덕한 넘이 대통령 개가 웃는다."
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 16:32:00,에어워커,김현미 변창흠 홍남기 문재인이 개판쳐놓으니 이재명님 지지도가 떨어지네. 헐 ~
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 16:30:00,do****,하산 할 날은 다가 오고~~~~~~~!! 그동안 저 질러온 죄가 태산보다 크고~~~~~~!! 지켜줄 놈 은 안 보이고 누가되도 큰집갈 일만 보이는데 잠은 안오고~~ 비는 하염없이 내리누나~!~~~~~~~!! 과연 뒤끝 쪄는 재명이에게 배신의 칼날을 맞을 것인가~!! 정의 의 칼~윤석열에게 목을 드리밀 것인가~~~~~!! 밤은 깊어오고 잠은 안오고~!
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 16:21:00,jchdgsfetwufbfhavx,윤 시롸냐
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 16:20:00,이나라왕,"도데체 윤석열이 뭐가 있다고 그렇게 지지율이 높을까?... 반민주당 심리가 그에게 몰리나?... 가장 검사스러운 검찰 출신인데, 만에하나 집권을 한다면 그동안의 검찰개혁 도로아미타불일게 뻔하고, 오히려 검찰중심의 사법개혁이 이루어질텐데, 그건 그동안 그렇게 검찰의 힘빼기에 들인 노력들이 허투로 돌아갈 것이다. 지금 왜 윤석열 밖에는 보수진영의 주자가 없는지도 한창 자기 반성이 필요한 시기에 그를 통해 보수가 다시 집권하는 세상을 만들어 보겠다는 보수층 일부의 사고가 참 어이가 없다... 문재인 정부가 중용한 인사인데, 과연 보수가 원하는대로 모든 정치와 정책들을 다시 우향우로 만들 수 있을 것인가?... 난 아닐 것이라고 봄... 그리고 반기문처럼 받쳐주는 기반 세력이 없으니 중도 포기할 게 예상된다는....."
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 18:30:00,정의와 공정,"@이나라왕 윤 개검이 대통이 된다 ? 이게 말이 되냐 ?
이제 공부한단다 ! 정치.사회 .외교등등 과외수업을 한다니...어안이 벙벙
몇십년 정치경험을 가진 경력자도 대통 되기란 어려운 것인데...정신병원행 버스나 타라 !
더구나
마누라와 장모가 부동산사기등 범법자들인데...대선에 나온다고... 국민들이 바지 저고리인가 ?
알고도 지지하는 얼띠기들이야 원래 정신병원 탈출한 자들 아닌지...머리에 총 맞았는지... ?
여론기관놈과 개언론들은 얼띠기 생산이 과한 줄도 모르고 아직도 생산하는구먼~~"
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 16:19:00,hhm****,이래서 언론개혁을 반드시 해야 하는 겁니다.
‘경선 연기론’ 불씨 꺼지나 했더니…정세균 “지도부 나서라” 장작 투하,2021-05-11 20:58:00,2021-05-12 20:02:00,김성진,자기 입맛대로 규정이나 법규를 고치는 것이 민주당의 관습인가?
‘경선 연기론’ 불씨 꺼지나 했더니…정세균 “지도부 나서라” 장작 투하,2021-05-11 20:58:00,2021-05-11 23:15:00,쌍무지개,입맛대로요리조리바꾸는게 특기인데 시험날짜바꾸는거야 껌이지!..내년이면 다 바꿔주마...
원내 사령탑 오른 김기현 “대선 이겨 대한민국 정통성 살릴 것”,2021-04-30 20:27:00,2021-05-02 09:58:00,김성진,어느 당의 정치인이든 재산이 많아야 출세할 수 있는 곳이 대한미국인 것 같습니다. 어떻게 재산을 형성하였는가는 문제하지 않는다는 사실입니다. 그러니 부동산투기꾼이나 부정부패의 원흉들이 출세를 하고 있다는 사실이 아니겠습니까?
원내 사령탑 오른 김기현 “대선 이겨 대한민국 정통성 살릴 것”,2021-04-30 20:27:00,2021-05-01 20:51:00,bj****,도로원위치 실마미다
원내 사령탑 오른 김기현 “대선 이겨 대한민국 정통성 살릴 것”,2021-04-30 20:27:00,2021-05-01 11:07:00,권일상,"♥김기현 의원(議員)께-,
유구(悠久)한 우리 민족(民族), 백년대계(百年大計)의 희망(希望)을 당부(當付)드리며-.
패(牌)거리 政治 쇼 질로 날을 세우는 불의(不義)한 정상배(政商輩) 世上이 됐습니다.
世界 최빈국(最貧國)에서 단숨에 10大 부국(富國)을 일궈낸 가상한 우리 國民들이
생기(生氣)를 돼 찾도록 큰힘 돼주시길 바랍니다.
착하고 바르게 열심(熱心)히 사는-, 근면성실(勤勉誠實)한 國民들이
國家를 선도(先導)하는 自由民主主義 선진국(先進國) 재건(再建)에
필사즉생(必死卽生) 결의(決意)로 임(臨)해주시길-♥"
"[이기수 칼럼]대선 리셋, ‘선거 공식’이 깨졌다",2021-04-13 03:00:00,2021-04-13 23:15:00,even,정신차리고 제대로된 정치를 하는 정당이 나오길 바란다!!
대통령 할아버지…이 약속은 못 지키는 건가요?,2021-05-05 14:55:00,2021-05-06 11:04:00,bea,이 약속 도 못 지키시는 건가요
안철수 국민의당 “(민주당) 여전히 ‘대깨문’ 논쟁에서 벗어나지 못해”,2021-04-15 10:43:00,2021-04-16 12:25:00,김성진,국민의힘에 농락당하지 말고 매사 자신부터 알라!
안철수 국민의당 “(민주당) 여전히 ‘대깨문’ 논쟁에서 벗어나지 못해”,2021-04-15 10:43:00,2021-04-15 16:18:00,먼지털이,"니 걱정이나 해!!
곧 토사구팽 당할 주제에..."
안철수 국민의당 “(민주당) 여전히 ‘대깨문’ 논쟁에서 벗어나지 못해”,2021-04-15 10:43:00,2021-04-15 16:17:00,사평,"호남에서 사위 대접받고는 어만데 가서 데릴사위 한대며?
평소 중도라고 포지셔닝하던데 니 안방은 윤서방이 차지했다.
당원들 의견 수렴할 필요없다.
몇 명 안 되쟎아.
보따리 싸서 국힘당에서 문간방 더부살이나 해라."
안철수 국민의당 “(민주당) 여전히 ‘대깨문’ 논쟁에서 벗어나지 못해”,2021-04-15 10:43:00,2021-04-15 15:14:00,안티,"대깨문 냅둬유 문재인X조국 동인지나 보면서 자위하라고 냅둬유.
근데 찰스아줌마들도 많다는 거 알까 몰라 ㅋㅋ"
안철수 국민의당 “(민주당) 여전히 ‘대깨문’ 논쟁에서 벗어나지 못해”,2021-04-15 10:43:00,2021-04-15 14:25:00,반가운이,"철수야! 너나 잘해.
자기 앞길을 한치 앞도 못내다 보는 어리석은
주제에 누구를 들먹여.

너는 결국 국민의 짐으로 들어가 애물단지가
될것이며 그들에게 이용만 당하다가 팽 될게
뻔한데 너는 그게 안보이니? 한심한 인간아!

꼴랑 3명 국개의원 갖고 들어가 뭣을 해보겠다는거여?
너는 머잖아 갈곳없는 미아 신세로 정계은퇴 선언을
하게 될것이라 데에 500원 건다.ㅋㅋㅋㅋ"
안철수 국민의당 “(민주당) 여전히 ‘대깨문’ 논쟁에서 벗어나지 못해”,2021-04-15 10:43:00,2021-04-15 13:55:00,수서현,아직도 초딩인 철수
안철수 국민의당 “(민주당) 여전히 ‘대깨문’ 논쟁에서 벗어나지 못해”,2021-04-15 10:43:00,2021-04-15 13:14:00,Brian Jung,"검수완박이 필요하다고 믿지만,
그거 하느라 부동산 못잡으면
정권재창출 불가능하다는것도 분명히 알아야겠죠.

노무현 대통령때 4대 개혁입법 하느라 ( 심지어 제대로 하지도 못했지만 )
딴거 제대로 못하고 결국 정권뺏긴 기억이 지금도 납니다.

대체 지금이 그때랑 뭐가 틀릴까요?"
안철수 국민의당 “(민주당) 여전히 ‘대깨문’ 논쟁에서 벗어나지 못해”,2021-04-15 10:43:00,2021-04-15 11:47:00,꺼벙이,니는 이제는 그만 깝쳐라
안철수 국민의당 “(민주당) 여전히 ‘대깨문’ 논쟁에서 벗어나지 못해”,2021-04-15 10:43:00,2021-04-15 11:14:00,whdrud****,대깨안이 없어 부럽겠다
안철수 국민의당 “(민주당) 여전히 ‘대깨문’ 논쟁에서 벗어나지 못해”,2021-04-15 10:43:00,2021-04-15 11:08:00,CASSANDRA,"안철수는 비례대표 의원 딸랑 3명가지고 국민의 힘과 합당하지 말고..
현재까지 보수에 좋은 모습 보인대로 국민의 당을 나름 이끌어라..
지금 갈등으로 합당해 봤자..이미지만 버린다..
우선 야권 3지대에서 통합 흥행시키고..
대선 전에 후보 단일화 하는게 맞을거 같다..
소속사 대표라고 생각하는 김종인이는 ...
자기 소속사에 들어와서 자기 돈 좀 벌어달라고 하는데..
자꾸 마이웨이 하니까...횡설수설 헛소리를 하잖니...
그냥 못 이기는 척하면서 ..윤석렬이, 안철수, 금태섭..."
